id_annonce,property_type,approximate_latitude,approximate_longitude,city,postal_code,size,floor,land_size,energy_performance_value,energy_performance_category,ghg_value,ghg_category,exposition,nb_rooms,nb_bedrooms,nb_bathrooms,nb_parking_places,nb_boxes,nb_photos,has_a_balcony,nb_terraces,has_a_cellar,has_a_garage,has_air_conditioning,last_floor,upper_floors,price
35776603,maison,44.83017766,0.725926481,lalinde,24150,97,,159,302,E,10,B,,5,3,1,0,1,8,0,0,0,0,0,0,0,85000
35776627,divers,45.55787252,2.81778965,le-mont-dore,63240,2200,,,382,F,60,F,,40,26,,0,0,8,0,0,0,0,0,0,0,1656000
35776635,terrain,49.57309554,2.905100492,evricourt,60310,958,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,44000
35776641,divers,45.56583909,2.807925873,le-mont-dore,63240,2200,,,382,F,60,F,,40,26,,0,0,8,0,0,0,0,0,0,0,1040000
35776643,divers,43.10142258,-0.039907247,lourdes,65100,392,,,,,,,,,,,0,0,8,0,0,0,0,0,0,0,110000
35776651,terrain,44.0178561,4.159620261,ners,30360,800,,,,,,,Sud-Ouest,0,0,0,0,0,3,0,0,0,0,0,0,0,117000
35776659,maison,43.43534109,1.788607213,lux,31290,250,,2500,121,C,6,B,Sud,9,6,1,1,1,4,0,1,0,0,0,0,0,676000
35776687,maison,46.86629421,-0.929593919,saint-mars-la-reorthe,85590,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,248000
35776737,appartement,43.09797493,5.83551498,six-fours-les-plages,83140,59,,,123,C,3,A,Sud,3,2,1,1,0,6,0,1,1,0,0,0,0,220000
35776739,maison,47.68780767,2.632258504,gien,45500,200,,4825,209,D,12,C,,8,6,1,0,1,13,0,0,0,0,0,0,0,312000
35776749,appartement,43.06742338,5.931002945,saint-mandrier-sur-mer,83430,40,1,,,,,,Sud-Ouest,2,1,1,0,0,9,0,1,0,0,0,0,0,172000
35776751,maison,48.00363561,2.750915378,montargis,45200,160,,434,,,,,,6,4,1,0,1,13,0,1,0,0,0,0,0,210000
35776757,maison,47.69177799,2.632377833,gien,45500,48,,155,,,,,,3,2,1,0,0,8,0,1,0,0,0,0,0,83000
35776759,appartement,43.08719954,5.836295038,six-fours-les-plages,83140,107,1,,,,,,Ouest,3,2,1,1,1,14,0,1,1,0,0,0,0,553000
35776771,divers,47.68923165,2.63129194,gien,45500,100,,152,,,,,,,,,0,1,1,0,0,0,0,0,0,0,116000
35776773,divers,47.68696642,2.63409723,gien,45500,100,,1054,60,B,15,C,,,,,1,0,7,0,0,0,0,0,0,0,152000
35776775,divers,47.69674163,2.633875797,gien,45500,235,,690,,,,,,,,,0,0,12,0,0,0,0,0,0,0,167000
35776777,maison,49.69842994,0.275773432,les-loges,76790,95,,302,,,,,,4,3,1,0,0,12,0,1,1,0,0,0,0,216000
35776787,viager,46.48241054,3.979511631,digoin,71160,189,,1655,,,,,Est-Ouest,8,5,1,1,1,14,1,0,1,0,0,0,0,126409
35776789,viager,44.18291756,3.743854249,sainte-croix-vallee-francaise,48110,107,,565,,,,,,5,3,1,0,0,7,0,0,1,0,0,0,0,34400
35776791,viager,48.80476892,-3.445646827,perros-guirec,22700,81,,660,263,E,10,B,Sud-Nord,3,2,1,0,1,10,0,0,0,0,0,0,0,58400
35776795,appartement,48.92199284,2.279735025,asnieres-sur-seine,92600,47,3,,,,,,,2,1,,0,0,4,0,0,0,0,0,0,0,395000
35776799,appartement,45.20857476,6.46295004,saint-michel-de-maurienne,73140,82,3,,218,D,7,B,Sud-Ouest,4,3,1,0,0,6,1,0,0,0,0,0,0,99750
35776807,duplex,48.25244602,7.464981548,selestat,67600,65,3,,180,D,42,E,Sud-Ouest,3,2,1,0,0,9,0,0,1,0,0,0,0,174000
35776815,appartement,48.93497802,7.218953795,waldhambach,67430,75,2,,,,,,Sud,4,2,1,1,0,6,1,0,1,0,0,0,0,87500
35776823,maison,49.12080311,7.268546891,erching,57720,120,,800,,,,,Sud,7,4,1,1,1,11,1,1,1,0,0,0,0,178500
35776831,divers,47.58523417,7.286339882,bettendorf,68560,160,,,,,,,,,,,0,0,6,0,0,0,0,0,0,0,116600
35776851,terrain à bâtir,48.81297362,7.779898172,haguenau,67500,715,,715,,,,,,0,0,0,0,0,3,0,0,0,0,0,0,0,164000
35776853,duplex,45.54739441,6.328311109,randens,73220,60,,,,,,,,2,1,,0,0,3,0,0,0,0,0,0,0,43000
35776855,terrain à bâtir,48.95151875,6.802584396,lening,57670,795,,795,,,,,,0,0,0,0,0,4,0,0,0,0,0,0,0,36005
35776905,maison,45.34797387,5.497457169,rives-sur-fure,38140,150,,1800,,,,,,7,4,1,1,1,15,0,0,0,0,0,0,0,477000
35776919,maison,46.02207379,4.389636548,cublize,69550,120,,385,,,,,,5,3,,0,0,6,0,0,0,1,0,0,0,169000
35776925,maison,45.97700421,4.335738761,amplepuis,69550,130,,470,205,D,5,A,,7,4,,1,0,6,0,0,1,0,0,0,0,210000
35776931,appartement,43.83979286,4.361409004,nimes,30900,52,,,,,,,,2,1,,0,0,6,0,1,0,0,0,0,0,125000
35776939,maison,45.98167075,4.224750285,regny,42630,75,,,,,,,,4,3,,1,0,6,0,0,0,1,0,0,0,49000
35776949,maison,43.28358035,3.13150647,nissan-lez-enserune,34440,154,,,,,,,,7,3,,1,0,6,0,0,0,1,0,0,0,249000
35776959,maison,43.31952826,3.138509503,colombiers,34440,40,,,203,D,8,B,,3,2,,1,0,6,0,0,0,0,0,0,0,88000
35776961,maison,45.97392595,4.336716303,amplepuis,69550,100,,375,,,,,,5,3,,0,0,6,0,0,0,1,0,0,0,128000
35776967,maison,43.31689597,3.139164891,colombiers,34440,32,,,223,D,9,B,,2,1,,0,0,4,0,0,0,0,0,0,0,75000
35776979,appartement,43.31691105,3.470126965,le-cap-d'agde,34300,80,,,,,,,,4,2,,1,0,6,0,1,0,0,0,0,0,263000
35776985,maison,44.5366008,3.546643779,badaroux,48000,164,,820,571,G,154,G,,7,5,,0,0,6,0,0,1,1,0,0,0,240000
35776991,maison,43.61321049,3.875870686,montpellier,34000,104,,40,190,D,10,B,,5,4,,1,0,6,0,0,0,1,0,0,0,350000
35776993,appartement,44.52615761,3.503088561,mende,48000,86,,,,,,,,3,2,,1,0,6,0,1,1,1,0,0,0,187000
35776995,maison,43.28844694,2.734951241,olonzac,34210,194,,,,,,,,7,5,,0,0,6,0,1,0,0,0,0,0,95900
35776999,maison,44.51784232,3.497495371,mende,48000,249,,767,265,E,4,A,,10,8,,0,0,6,0,0,1,1,0,0,0,295000
35777001,terrain à bâtir,46.54790842,-1.67387796,sainte-foy,85150,1390,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,129000
35777005,terrain à bâtir,46.43428747,4.652164406,cluny,71250,,,,,,,,,0,0,0,0,0,2,0,1,0,0,0,0,0,32000
35777019,terrain à bâtir,48.33186186,-0.354779004,loupfougeres,53700,30,,21939,,,,,,0,0,0,0,0,6,0,0,0,0,0,0,0,65000
35777029,maison,44.26596542,4.518505312,salazac,30760,110,,629,,,,,,4,2,,0,0,6,0,0,0,1,0,0,0,255600
35777037,maison,44.26853754,4.601515194,saint-paulet-de-caisson,30130,90,,1715,105,C,4,A,,4,3,,0,0,6,0,0,0,1,0,0,0,292875
35777053,maison,44.43395841,-0.478373136,saint-symphorien,33113,280,,2208,,,,,,10,6,,1,0,6,0,0,0,1,0,0,0,240000
35777079,maison,42.90477438,3.03000571,leucate,11370,74,,97,,,,,,4,3,,1,0,6,0,0,0,0,0,0,0,229000
35777085,appartement,45.69376981,4.94347065,saint-priest,69800,82,,145,,,,,,4,3,,0,0,6,0,0,0,0,0,0,0,375000
35777095,maison,43.51634264,0.762285362,saramon,32450,160,,,309,E,71,F,,10,5,,1,0,6,0,1,1,1,0,0,0,159500
35777101,appartement,45.69729804,4.939439152,saint-priest,69800,37,,,,,,,,2,1,,0,0,5,0,1,0,0,0,0,0,199000
35777107,appartement,45.79544905,4.780194115,champagne-au-mont-d'or,69410,123,,,,,,,,4,3,,0,0,6,0,1,0,0,0,0,0,750000
35777109,maison,44.38054231,0.31029611,tonneins,47400,140,,,,,,,,4,3,,0,0,4,0,1,0,0,0,0,0,86000
35777123,appartement,45.80847206,4.79399086,champagne-au-mont-d'or,69410,46,,,,,,,,2,1,,0,0,5,0,1,0,0,0,0,0,275000
35777133,maison,43.62250268,3.428319722,clermont-l'herault,34800,120,,,,,,,,5,4,,0,0,6,0,0,0,1,0,0,0,246000
35777139,appartement,45.80768017,4.781238167,champagne-au-mont-d'or,69410,166,,,,,,,,5,4,,0,0,6,0,1,0,0,0,0,0,1150000
35777143,maison,43.47954133,3.480939937,montagnac,34530,61,,,,,,,,4,2,,0,0,6,0,0,0,0,0,0,0,65000
35777147,maison,45.98787201,4.713949982,villefranche-sur-saone,69400,79,,38,,,,,,4,3,,0,0,6,0,0,0,0,0,0,0,296000
35777151,villa,43.48709678,3.484574453,montagnac,34530,99,,330,128,C,4,A,,4,3,,1,0,6,0,0,0,1,0,0,0,267000
35777153,appartement,46.20921291,6.251645645,annemasse,74100,118,,,228,D,,,,5,4,,0,0,4,0,1,1,1,0,0,0,419000
35777173,maison,43.31440404,2.914826787,argeliers,11120,133,,,,,,,,6,4,,0,0,6,0,0,0,1,0,0,0,109000
35777191,maison,42.61307336,2.443324733,prades,66500,108,,,,,,,,4,3,,1,0,6,0,0,1,0,0,0,0,108000
35777199,maison,48.08259509,2.787856949,ferrieres-en-gatinais,45210,111,,850,230,D,10,B,Sud-Est,5,4,1,0,0,18,0,0,0,0,0,0,0,175000
35777213,maison,43.49466995,6.541889978,la-motte,83920,170,,1810,,,,,,5,3,,0,0,9,0,0,0,0,0,0,0,440000
35777289,appartement,48.6076326,7.684923876,oberhausbergen,67205,74,2,,,,,,,3,2,1,1,0,5,0,1,0,0,0,0,0,215000
35777291,appartement,48.60816977,7.684857976,oberhausbergen,67205,150,,100,105,C,4,A,,5,3,1,1,0,5,0,1,1,0,0,0,0,515000
35777527,appartement,47.89814693,-4.009443967,fouesnant,29170,56,1,,276,E,15,C,,3,2,1,0,0,14,0,1,0,0,0,0,0,186375
35777529,maison,48.64763736,1.540080195,nogent-le-roi,28210,110,,250,215,D,,,Sud,5,3,1,1,0,8,0,1,0,0,0,0,0,310000
35777533,appartement,48.85732831,2.272340797,paris-16eme,75116,150,5,512,140,C,18,C,Est,5,3,1,0,0,10,1,0,1,0,0,0,0,2190000
35777535,appartement,48.86830534,2.40309494,paris-20eme,75020,50,,,110,C,26,D,Est,2,1,1,0,0,10,0,0,1,0,0,0,0,415000
35777537,appartement,48.88786088,2.347114044,paris-18eme,75018,83,5,2,140,C,18,C,Est,4,2,1,0,0,10,1,0,1,0,0,0,0,1210000
35777541,appartement,48.87779609,2.270585855,neuilly-sur-seine,92200,82,4,81,320,E,90,G,Nord-Est,3,2,1,1,0,10,1,1,1,0,0,0,0,1370000
35777543,appartement,48.88931173,2.27232498,neuilly-sur-seine,92200,31,,21,180,D,34,D,Nord-Est,1,,1,0,0,10,0,1,1,0,0,0,0,460000
35777545,appartement,48.87851102,2.263156081,neuilly-sur-seine,92200,69,,230,180,D,18,C,Sud,2,1,1,1,0,10,0,0,1,0,0,0,0,980000
35777551,appartement,48.89498563,2.271610135,levallois-perret,92300,73,3,10,110,C,14,C,Sud,3,2,1,0,0,6,1,0,1,0,0,0,0,955000
35777553,appartement,48.8694952,2.32458781,paris-8eme,75008,191,1,2,490,G,90,G,Sud-Ouest,6,4,1,1,0,10,0,0,1,0,0,0,0,2090000
35777557,appartement,48.88866358,2.32751511,paris-17eme,75017,80,4,2,180,D,26,D,Est,3,2,1,0,0,10,1,0,1,0,0,0,0,998000
35777559,appartement,48.90014124,2.287699143,levallois-perret,92300,169,6,145,140,C,18,C,Nord-Ouest,7,4,1,1,0,10,1,1,1,0,0,0,0,1910000
35777563,appartement,48.87676101,2.271018802,neuilly-sur-seine,92200,15,3,,220,D,50,E,Nord,1,1,1,0,0,8,0,0,0,0,0,0,0,189000
35777565,appartement,48.87181059,2.278683182,paris-16eme,75016,163,2,3,180,D,34,D,Sud-Ouest,5,3,1,0,0,9,0,0,1,0,0,0,0,2250000
35777575,appartement,48.84628091,2.379962085,paris-12eme,75012,175,5,,140,C,18,C,Sud-Ouest,7,4,1,0,0,10,1,0,1,0,0,0,0,1790000
35777577,appartement,48.8636356,2.280242854,paris-16eme,75016,150,5,15,140,C,26,D,Ouest,5,3,1,0,0,10,1,0,1,0,0,0,0,1890000
35777579,appartement,48.83057357,2.35228151,paris-13eme,75013,69,3,,,,,,,4,3,1,0,0,7,1,0,1,0,0,0,0,685000
35777589,maison,48.7942035,2.199516881,chaville,92370,198,,292,248,E,58,F,Sud,9,6,1,1,1,20,0,1,0,0,0,0,0,980000
35777591,maison,48.79426593,2.204031813,chaville,92370,198,,292,248,E,58,F,Sud,9,6,1,1,1,20,0,1,0,0,0,0,0,980000
35777595,appartement,48.84983916,2.32989159,paris-6eme,75006,4121,4,,,,,,,2,1,1,1,0,12,0,0,1,0,0,0,0,572250
35777597,appartement,48.7933821,2.201596129,chaville,92370,127,3,,,,,,,6,4,1,0,0,17,0,0,1,0,0,0,0,780000
35777601,maison,48.7909942,2.168945221,viroflay,78220,78,,392,,,,,,4,2,1,0,0,13,0,0,1,0,0,0,0,676000
35777603,appartement,48.79313426,2.203165369,chaville,92370,586,,,87,B,18,C,,3,2,1,1,0,10,0,0,0,0,0,0,0,455000
35777613,appartement,43.5508107,6.94265557,mandelieu-la-napoule,6210,103,5,105,,,,,Sud,4,3,1,0,0,15,0,1,1,1,0,0,0,799000
35777745,maison,45.2445209,1.312302696,ayen,19310,307,,982,120,C,29,D,Est-Ouest,11,6,1,1,1,9,0,1,0,0,0,0,0,349999
35777827,appartement,43.61307789,1.436430037,toulouse,31100,24,2,,280,E,12,C,,1,,1,1,0,6,0,1,0,0,0,0,0,77000
35777835,maison,43.67121052,1.436374876,aucamville,31140,115,,25,89,B,21,D,Sud,5,4,1,1,1,14,1,1,0,0,0,0,0,305000
35777837,appartement,43.60556785,1.443632521,toulouse,31300,597,2,,223,D,10,B,,3,2,1,1,0,8,0,1,0,0,0,0,0,165000
35777853,appartement,48.85478905,2.344643783,paris-1er,75001,389,2,,,,,,,2,1,1,0,0,15,0,0,0,0,0,0,0,798000
35777859,maison,46.41115548,0.051525792,rouille,86480,200,,890,,,,,,5,2,,0,1,7,0,0,0,0,0,0,0,158550
35777863,maison,45.66701381,-0.909479253,saujon,17600,120,,753,228,D,12,C,,4,3,1,1,1,9,0,1,0,0,0,0,0,346500
35777867,terrain,45.90003869,-0.80399532,bords,17430,1355,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,45000
35777869,maison,45.73718533,0.379558477,la-rochefoucauld,16110,98,,2254,296,E,88,G,,4,3,1,0,1,9,0,1,0,0,0,0,0,147000
35777871,appartement,46.16650676,-1.144392002,la-rochelle,17000,56,1,,49,A,4,A,,3,2,1,1,0,6,1,0,0,0,0,0,0,189000
35777873,maison,46.8231403,0.547474012,chatellerault,86100,140,,703,142,C,6,B,,6,3,1,0,0,8,0,1,0,0,0,0,0,227850
35777875,maison,45.96497027,-0.561250124,la-vergne,17400,150,,320,,,,,,2,1,,0,0,7,0,0,0,0,0,0,0,28000
35777879,appartement,44.84091605,-0.572839072,bordeaux,33000,28,,,,,,,,1,,1,0,0,7,0,0,0,0,0,0,0,168000
35777881,maison,47.69940474,-2.94922059,sainte-anne-d'auray,56400,130,,857,173,D,7,B,,6,4,1,1,1,8,0,1,0,0,0,0,0,484100
35777883,terrain,46.78111578,0.368751769,ouzilly,86380,1076,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,33500
35777885,terrain,45.89886639,-0.807610313,bords,17430,1354,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,41000
35777887,terrain,46.78050414,0.358415843,ouzilly,86380,1419,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,33500
35777891,maison,45.85058647,0.278535953,saint-angeau,16230,108,,,209,D,3,A,,5,3,1,0,1,9,0,0,1,0,0,0,0,168000
35777893,maison,45.84162607,0.040084084,la-chapelle,16140,130,,580,289,E,15,C,,5,2,1,0,1,9,0,1,0,0,0,0,0,105000
35777897,maison,46.70172732,0.434717412,dissay,86130,160,,2520,89,B,43,E,,6,4,1,1,1,9,0,1,1,0,0,0,0,210000
35777901,maison,46.81633269,0.538016836,chatellerault,86100,165,,870,131,C,30,D,,6,4,1,0,1,7,0,0,0,0,0,0,0,228000
35777903,appartement,47.64930014,-2.762567886,vannes,56000,64,1,,223,D,52,E,,2,1,1,1,1,8,0,0,1,0,0,0,0,269360
35777905,appartement,47.64288905,-2.756271438,vannes,56000,81,,,213,D,11,C,,4,3,1,1,0,9,0,1,1,0,0,0,0,274540
35777913,appartement,47.65971252,-2.751480367,vannes,56000,59,,,129,C,30,D,,2,1,1,1,0,9,1,0,1,0,0,0,0,171600
35777915,maison,46.06599646,-0.397875664,dampierre-sur-boutonne,17470,145,,418,295,E,15,C,,6,3,1,1,1,9,0,0,0,0,0,0,0,55000
35777917,maison,46.75245784,0.379876745,marigny-brizay,86380,125,,32000,277,E,6,B,,5,4,1,0,1,5,0,1,0,0,0,0,0,152000
35777919,maison,46.81624074,0.542099407,chatellerault,86100,160,,192,164,D,29,D,,6,4,1,1,1,9,0,1,1,0,0,0,0,189000
35777921,maison,47.65789262,-2.767022074,vannes,56000,80,,154,,,,,,4,3,1,0,1,7,0,1,0,0,0,0,0,370800
35777923,maison,47.65254098,-2.763492726,vannes,56000,156,,565,126,C,7,B,,7,5,1,1,1,9,0,1,1,0,0,0,0,628300
35777925,maison,46.78263277,0.366902153,ouzilly,86380,150,,8200,244,E,73,F,,4,3,1,0,1,6,0,0,0,0,0,0,0,182000
35777927,maison,46.02907844,-0.345608105,aulnay,17470,153,,1612,,,,,,5,4,1,1,1,9,0,1,0,0,0,0,0,336000
35777929,appartement,47.65522856,-2.762092273,vannes,56000,42,3,,125,C,29,D,,2,1,1,0,0,8,0,0,1,0,0,0,0,151800
35777935,maison,46.53167498,0.27740801,fontaine-le-comte,86240,75,,1000,280,E,65,F,,3,2,1,0,0,7,1,0,0,0,0,0,0,170000
35777937,propriété,45.89267268,-1.189734657,le-chateau-d'oleron,17480,215,,1916,138,C,26,D,,8,5,1,1,1,6,0,1,0,0,0,0,0,621000
35777941,maison,47.00330421,0.077280671,loudun,86200,270,,2910,,,,,,11,7,1,0,1,9,0,0,0,0,0,0,0,259000
35777943,maison,45.55173814,0.289955276,dignac,16410,2398,,,,,,,,5,4,,0,0,9,0,0,0,0,0,0,0,231000
35777947,propriété,45.88237443,-0.852378884,la-vallee,17250,166,,10100,135,C,2,A,,6,4,1,1,1,7,0,1,0,0,0,0,0,449350
35777949,maison,46.61799797,0.064250313,latille,86190,114,,6400,177,D,5,A,,4,3,1,0,1,7,0,0,1,0,0,0,0,175000
35777953,maison,46.78513422,0.360642894,ouzilly,86380,65,,,,,,,,3,2,,0,0,2,0,0,0,0,0,0,0,34000
35777961,appartement,47.65993655,-2.753146932,vannes,56000,78,10,,120,C,28,D,,4,2,1,1,0,6,1,0,1,0,0,0,0,218400
35777965,terrain,46.77800353,0.364373082,ouzilly,86380,1056,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,33500
35777967,maison,46.0156929,-0.289317474,contre,17470,112,,1580,,,,,,3,2,1,0,1,9,0,0,1,0,0,0,0,136500
35777969,maison,45.88962057,0.570662745,roumazieres-loubert,16270,45,,340,,,,,,4,1,1,0,0,9,0,0,0,0,0,0,0,38000
35777971,divers,46.32254416,-0.45932553,niort,79000,,,,,,,,,7,2,1,0,0,4,0,0,0,0,0,0,0,199500
35777977,appartement,47.75425149,-3.361358135,lorient,56100,87,1,,197,D,46,E,,4,3,1,0,1,9,0,0,1,0,0,0,0,192400
35777981,maison,46.16350065,-1.16099498,la-rochelle,17000,62,,60,315,E,15,C,,3,2,1,0,1,8,0,0,0,0,0,0,0,262500
35777985,villa,45.65583979,-0.821692328,meursac,17120,61,,,143,C,4,A,,3,2,1,1,0,5,0,1,0,0,0,0,0,126000
35777987,maison,46.14006065,-0.215650185,brioux-sur-boutonne,79170,167,,1944,,,,,,6,3,1,0,1,9,0,1,0,0,0,0,0,170100
35777989,maison,45.66995059,-0.916681455,saujon,17600,81,,315,,,,,,4,2,1,0,0,8,0,0,0,0,0,0,0,233100
35777995,maison,46.25838505,-0.20567231,celles-sur-belle,79370,130,,,228,D,7,B,,7,4,1,0,0,6,0,0,1,0,0,0,0,136500
35777997,maison,45.93715135,-0.978484005,rochefort,17300,230,,1028,,,,,,6,4,1,1,1,9,0,1,0,0,0,0,0,399000
35778003,divers,46.20664886,-0.130543109,melle,79500,240,,95,,,,,,,,,0,0,6,0,0,1,0,0,0,0,70000
35778005,terrain,45.84548074,-0.878436677,sainte-radegonde,17250,850,,,,,,,,0,0,0,0,0,2,0,0,0,0,0,0,0,47000
35778007,maison,45.67054954,0.165884468,gond-pontouvre,16160,120,,718,,,,,,8,4,1,0,1,9,1,1,1,0,0,0,0,194250
35778009,terrain,46.61372112,0.065910601,latille,86190,1208,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,27160
35778011,maison,46.81254098,0.539105716,chatellerault,86100,167,,1018,267,E,6,B,,6,3,1,0,1,9,0,1,0,0,0,0,0,225750
35778013,terrain,45.71496423,0.143022148,balzac,16430,1209,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,43000
35778015,maison,47.56048693,-2.111277322,thehillac,56130,125,,2100,216,D,45,E,,6,4,1,1,1,9,0,1,1,0,0,0,0,234000
35778019,maison,46.81931501,0.542773577,chatellerault,86100,244,,26800,270,E,81,G,,9,6,1,0,1,9,0,1,0,0,0,0,0,299250
35778023,maison,45.94980417,-0.524384339,saint-jean-d'angely,17400,110,,588,81,B,2,A,,3,2,1,0,1,9,1,1,1,0,0,0,0,336000
35778025,terrain,47.56565896,-2.111579564,thehillac,56130,4200,,,,,,,,0,0,0,0,0,2,0,0,0,0,0,0,0,82800
35778027,maison,45.79803638,-0.934115336,la-gripperie-saint-symphorien,17620,138,,2512,150,C,45,E,,6,4,1,1,1,9,0,0,1,0,0,0,0,346500
35778029,maison,45.73550777,0.386632449,la-rochefoucauld,16110,169,,2165,104,C,6,B,,7,5,1,1,1,9,0,1,1,0,0,0,0,241500
35778031,maison,45.96008524,-0.510392216,saint-jean-d'angely,17400,187,,440,227,D,6,B,,8,4,1,0,1,8,0,0,0,0,0,0,0,220500
35778033,maison,46.31863765,-0.467911874,niort,79000,160,,810,,,,,,6,4,1,0,1,9,0,1,0,0,0,0,0,314580
35778035,maison,46.30145691,0.188976035,couhe,86700,80,,126,219,D,11,C,,3,2,1,0,1,9,0,0,1,0,0,0,0,126000
35778037,maison,45.43024118,-0.707882895,saint-dizant-du-gua,17240,306,,2552,,,,,,8,3,1,1,0,9,0,0,1,0,0,0,0,409500
35778039,divers,47.6149362,-2.91412956,baden,56870,2100,,,,,,,,1,,,0,0,3,0,0,0,0,0,0,0,187200
35778041,terrain,46.17642126,-1.135515337,lagord,17140,669,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,252000
35778043,maison,47.64771074,-2.939858215,plougoumelen,56400,108,,1920,141,C,38,E,,5,4,1,1,1,6,0,1,0,0,0,0,0,422300
35778045,maison,45.82712424,0.098233774,coulonges,16330,140,,1396,217,D,50,E,,5,3,1,0,1,9,1,1,1,0,0,0,0,231000
35778047,maison,46.41801448,0.059853211,rouille,86480,177,,,125,C,37,E,,7,3,1,0,1,9,0,0,1,0,0,0,0,252000
35778049,maison,46.01927351,-0.348998051,aulnay,17470,115,,,,,,,,5,3,1,0,1,6,0,0,1,0,0,0,0,90000
35778055,terrain,46.60928647,0.067128108,latille,86190,6000,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,65000
35778057,maison,47.40109425,-2.299932695,saint-lyphard,44410,140,,812,,,,,,5,4,1,0,0,9,0,1,0,0,0,0,0,275000
35778061,maison,45.50990368,-0.442045678,clam,17500,145,,826,87,B,4,A,,5,3,1,0,0,9,0,0,0,0,0,0,0,199500
35778063,maison,46.82587576,0.542913642,chatellerault,86100,138,,751,173,D,8,B,,6,3,1,0,1,9,0,1,0,0,0,0,0,189000
35778065,maison,45.80200811,0.180716645,tourriers,16560,143,,513,,,,,,6,3,1,1,1,9,0,0,1,0,0,0,0,152250
35778067,maison,46.68692088,0.254213764,neuville-de-poitou,86170,95,,81,177,D,5,A,,5,3,1,0,0,7,0,1,0,0,0,0,0,139650
35778071,maison,45.93051864,-0.987044228,rochefort,17300,158,,202,64,B,15,C,,6,4,1,0,0,7,0,0,0,0,0,0,0,388500
35778075,maison,46.02590873,0.206288099,ruffec,16700,112,,912,229,D,51,E,,5,3,1,0,1,9,1,0,0,0,0,0,0,136500
35778077,maison,46.16004717,-1.144705159,la-rochelle,17000,76,,88,101,C,1,A,,4,2,1,0,0,6,0,1,0,0,0,0,0,418000
35778079,maison,46.01587506,-0.338360682,aulnay,17470,153,,1000,,,,,,5,4,1,1,1,9,0,1,0,0,0,0,0,294000
35778083,maison,45.92898393,-0.981977581,rochefort,17300,62,,6515,,,,,,3,1,1,0,0,9,0,0,0,0,0,0,0,225750
35778085,terrain,46.49675166,0.002029089,sanxay,86600,2160,,,,,,,,0,0,0,0,0,4,0,0,0,0,0,0,0,34500
35778087,maison,46.59028677,0.337777652,poitiers,86000,204,,761,319,E,10,B,,8,5,1,1,0,9,0,1,1,0,0,0,0,357000
35778089,maison,46.81639937,0.54819449,chatellerault,86100,180,,994,133,C,25,D,,5,4,1,0,1,7,0,1,1,0,0,0,0,220500
35778093,maison,46.38450412,0.880011725,saulge,86500,70,,,448,F,14,C,,2,1,1,0,0,6,0,1,0,0,0,0,0,42500
35778095,maison,46.53963288,0.264991179,fontaine-le-comte,86240,130,,712,217,D,65,F,,6,3,1,1,1,6,0,1,1,0,0,0,0,249900
35778099,maison,46.69081966,0.885580121,angles-sur-l'anglin,86260,176,,4418,,,,,,7,2,1,0,0,9,0,1,1,0,0,0,0,199500
35778101,appartement,47.8000437,-3.283043713,hennebont,56700,67,1,,57,B,13,C,,3,2,1,0,1,9,0,1,0,0,0,0,0,197600
35778103,maison,46.83087348,0.088625483,saint-jean-de-sauves,86330,265,,16200,160,D,2,A,,7,3,1,0,0,8,0,1,1,0,0,0,0,249900
35778105,maison,45.94743005,-0.521494484,saint-jean-d'angely,17400,235,,409,160,D,39,E,,5,4,1,0,0,7,0,0,0,0,0,0,0,210000
35778107,maison,45.7389821,-0.630627199,saintes,17100,129,,,108,C,20,C,,4,4,1,1,1,9,0,0,0,0,0,0,0,231000
35778109,maison,45.64849291,0.198251239,soyaux,16800,180,,650,200,D,50,E,,7,5,1,1,0,5,1,0,0,0,0,0,0,141750
35778111,maison,45.86275864,-0.39265967,aumagne,17770,210,,308,,,,,,6,3,1,0,1,6,0,0,0,0,0,0,0,110250
35778113,maison,46.73799005,0.438548363,beaumont,86490,184,,998,183,D,39,E,,6,4,1,1,0,9,0,0,0,0,0,0,0,249900
35778117,maison,45.9499484,-0.519039521,saint-jean-d'angely,17400,76,,497,330,E,19,C,,5,3,1,0,1,8,0,0,0,0,0,0,0,159600
35778119,maison,46.48190009,0.188622398,coulombiers,86600,109,,2900,155,D,46,E,,5,3,1,0,1,7,0,1,0,0,0,0,0,273000
35778121,maison,45.77723687,0.644401924,massignac,16310,200,,2765,,,,,,6,3,1,0,1,9,0,0,1,0,0,0,0,336000
35778123,maison,47.65053332,-2.882041441,ploeren,56880,130,,400,,,,,,6,4,1,1,1,4,0,1,0,0,0,0,0,494400
